0,1,u
0,2,y
0,3,u
1,1,u
1,2,y
1,3,n
2,1,n
2,2,n
2,3,u
3,1,u
3,2,n
3,3,u
4,1,n
4,2,u
4,3,u
5,1,y
5,2,u
5,3,u
6,1,y
6,2,u
6,3,y
7,1,u
7,2,n
7,3,u
8,1,y
8,2,y
8,3,u
9,1,y
9,2,u
9,3,y
10,1,y
10,2,y
10,3,u
11,1,u
11,2,u
11,3,u
12,1,u
12,2,y
12,3,u
13,1,n
13,2,u
13,3,u
14,1,n
14,2,u
14,3,u
15,1,n
15,2,n
15,3,u
16,1,u
16,2,u
16,3,u
17,1,y
17,2,u
17,3,u
18,1,y
18,2,n
18,3,u
19,1,u
19,2,u
19,3,y
20,1,u
20,2,y
20,3,n
21,1,u
21,2,u
21,3,u
22,1,y
22,2,n
22,3,n
23,1,u
23,2,u
23,3,n
24,1,n
24,2,y
24,3,u
25,1,u
25,2,u
25,3,n
26,1,n
26,2,u
26,3,u
27,1,u
27,2,u
27,3,u
28,1,u
28,2,y
28,3,y
29,1,u
29,2,n
29,3,u
30,1,u
30,2,u
30,3,u
31,1,n
31,2,u
31,3,u
32,1,y
32,2,y
32,3,n
33,1,n
33,2,u
33,3,n
34,1,u
34,2,n
34,3,u
35,1,u
35,2,u
35,3,n
36,1,y
36,2,u
36,3,y
37,1,u
37,2,y
37,3,u
38,1,y
38,2,u
38,3,u
39,1,y
39,2,u
39,3,n
40,1,u
40,2,u
40,3,u
41,1,u
41,2,u
41,3,u
42,1,u
42,2,u
42,3,y
43,1,y
43,2,y
43,3,y
44,1,y
44,2,u
44,3,y
45,1,n
45,2,y
45,3,y
46,1,u
46,2,u
46,3,y
47,1,u
47,2,u
47,3,u
48,1,n
48,2,y
48,3,u
49,1,u
49,2,u
49,3,u
50,1,u
50,2,u
50,3,u
51,1,u
51,2,u
51,3,y
52,1,y
52,2,u
52,3,u
53,1,u
53,2,y
53,3,u
54,1,u
54,2,y
54,3,u
55,1,u
55,2,y
55,3,u
56,1,y
56,2,u
56,3,u
57,1,n
57,2,n
57,3,n
58,1,u
58,2,n
58,3,u
59,1,u
59,2,n
59,3,y
60,1,n
60,2,u
60,3,u
61,1,u
61,2,n
61,3,u
62,1,y
62,2,u
62,3,u
63,1,y
63,2,u
63,3,u
64,1,u
64,2,u
64,3,u
65,1,u
65,2,u
65,3,u
66,1,n
66,2,y
66,3,u
67,1,u
67,2,y
67,3,y
68,1,n
68,2,y
68,3,n
69,1,u
69,2,u
69,3,u
70,1,u
70,2,u
70,3,u
71,1,u
71,2,y
71,3,n
72,1,y
72,2,n
72,3,n
73,1,n
73,2,u
73,3,u
74,1,u
74,2,u
74,3,n
75,1,n
75,2,u
75,3,u
76,1,y
76,2,y
76,3,u
77,1,u
77,2,y
77,3,u
78,1,u
78,2,n
78,3,y
79,1,y
79,2,u
79,3,n
80,1,u
80,2,n
80,3,u
81,1,u
81,2,y
81,3,u
82,1,n
82,2,n
82,3,u
83,1,u
83,2,n
83,3,u
84,1,u
84,2,n
84,3,u
85,1,y
85,2,u
85,3,u
86,1,n
86,2,y
86,3,u
87,1,y
87,2,u
87,3,n
88,1,u
88,2,y
88,3,u
89,1,u
89,2,u
89,3,u
90,1,u
90,2,u
90,3,y
91,1,n
91,2,n
91,3,u
92,1,u
92,2,u
92,3,u
93,1,u
93,2,y
93,3,y
94,1,u
94,2,y
94,3,y
95,1,u
95,2,u
95,3,u
96,1,n
96,2,u
96,3,u
97,1,y
97,2,y
97,3,u
